"","OfferContactDate","CustomerID","ApplianceID","Brand","V1","V2","V3","V4","V5","V6","V7","V8"
"137","09/03/2017",8228,8215,"A","B","F","FF",2,0,1,"A",1
"138","09/03/2017",7639,7543,"A","A","F","FF",3,1,2,"A",5
"139","14/03/2017",14620,15147,"A","B","F","OV",3,0,1,"A",1
"140","09/03/2017",7316,7172,"A","A","F","CK",4,1,4,"A",5
"141","09/03/2017",11390,11581,"A","B","E","WD",4,0,5,"A",4
"142","09/03/2017",8935,9002,"A","C","F","FR",5,0,1,"A",1
"143","09/03/2017",3283,2224,"A","B","E","WD",4,1,1,"A",1
"144","09/03/2017",3554,2551,"A","A","E","FR",3,0,7,"A",4
"145","09/03/2017",11825,12030,"A","B","F","FZ",2,0,1,"A",1
"146","09/03/2017",6415,6107,"A","B","F","FR",2,1,1,"A",2
"147","09/03/2017",2345,1075,"A","B","D","CK",5,0,1,"A",1
"148","09/03/2017",12019,12235,"A","B","F","AW",3,0,1,"A",1
"149","09/03/2017",1396,14836,"A","A","F","TD",2,0,3,"A",4
"150","09/03/2017",13242,13525,"A","B","F","TD",3,0,2,"A",2
"151","09/03/2017",9178,9263,"A","B","F","AW",3,1,5,"A",2
"152","09/03/2017",8129,8108,"A","A","B","FR",3,0,1,"A",2
"153","09/03/2017",4566,3799,"A","B","F","AW",2,0,1,"A",3
"154","09/03/2017",6421,6115,"A","B","E","FF",5,0,2,"A",2
"155","09/03/2017",7171,7005,"A","B","E","FF",3,0,6,"A",2
"156","09/03/2017",2421,1166,"A","B","E","AW",3,3,11,"A",2
"157","09/03/2017",7696,7607,"A","A","F","TD",2,0,1,"A",2
"158","09/03/2017",1030,5660,"A","B","F","FZ",2,0,10,"A",2
"159","09/03/2017",3832,2899,"A","B","F","FR",3,0,1,"A",1
"160","09/03/2017",2864,1714,"A","B","F","FZ",2,0,1,"A",1
"161","09/03/2017",3926,3019,"A","B","F","FF",6,0,2,"A",3
"162","09/03/2017",13600,13911,"A","B","E","DW",2,0,1,"A",1
"163","09/03/2017",6310,5968,"A","B","F","AW",2,0,1,"A",1
"164","09/03/2017",12351,12587,"A","B","F","AW",3,0,3,"A",3
"165","14/03/2017",14911,121,"A","B","E","AW",3,0,0,"A",1
"166","09/03/2017",5788,5337,"A","B","F","FF",2,2,3,"A",1
"167","09/03/2017",881,4775,"A","A","F","AW",3,4,11,"A",3
"168","06/03/2017",4650,3903,"A","B","E","AW",3,0,1,"A",4
"169","09/03/2017",11756,11959,"A","B","F","FZ",3,0,1,"A",1
"170","09/03/2017",4679,3938,"A","B","G","AW",3,1,7,"A",1
"171","09/03/2017",10830,11002,"A","B","E","AW",2,0,6,"A",3
"172","09/03/2017",12983,13245,"A","B","E","FF",6,0,1,"A",1
"173","09/03/2017",13132,13403,"A","B","F","AW",2,1,1,"A",1
"174","09/03/2017",5463,4916,"A","B","F","DW",2,2,20,"A",2
"175","09/03/2017",5307,4718,"A","C","E","FZ",2,0,1,"A",1
"176","09/03/2017",13593,13902,"A","B","F","FF",3,0,3,"A",3
"177","09/03/2017",10976,11154,"A","B","F","OV",2,0,1,"A",1
"178","09/03/2017",11929,12140,"A","B","D","AW",2,0,2,"A",2
"179","09/03/2017",8977,9050,"A","B","F","FZ",1,0,1,"A",2
"180","09/03/2017",13671,13989,"A","B","E","WD",4,0,1,"A",1
"181","09/03/2017",4052,3175,"A","B","F","CK",3,1,6,"A",2
"182","09/03/2017",2564,1336,"A","B","F","AW",3,0,12,"A",2
"183","09/03/2017",13477,13781,"A","B","F","HB",2,0,2,"A",2
"184","09/03/2017",7207,7048,"A","A","F","AW",2,0,5,"A",2
"185","09/03/2017",13369,13658,"A","B","D","AW",2,0,1,"A",1
"186","09/03/2017",2535,1300,"A","B","F","AW",2,0,1,"A",1
"187","09/03/2017",12124,12346,"A","B","F","FF",2,0,1,"A",1
"188","09/03/2017",11754,11957,"A","B","D","TD",2,0,1,"A",1
"189","09/03/2017",14104,14451,"A","B","E","OV",3,1,6,"A",5
"190","09/03/2017",7965,7916,"A","B","E","OV",2,0,1,"A",1
"191","09/03/2017",11641,11840,"A","B","F","AW",2,0,1,"A",1
"192","09/03/2017",5420,4867,"A","B","F","FF",3,1,11,"A",3
"193","09/03/2017",1344,8725,"A","B","E","FF",4,1,15,"A",2
"194","09/03/2017",13906,14241,"A","B","F","AW",2,0,1,"A",1
"195","09/03/2017",3904,2993,"A","A","F","FF",2,0,2,"A",1
"196","09/03/2017",8701,8738,"A","B","F","DW",2,0,12,"A",5
"197","09/03/2017",1463,14990,"A","B","E","FZ",2,4,3,"A",4
"198","09/03/2017",12971,13233,"A","B","D","WD",3,0,2,"A",2
"199","09/03/2017",4392,3596,"A","B","E","FF",7,2,4,"A",3
"200","09/03/2017",12360,12596,"A","B","F","AW",3,0,2,"A",3
"201","09/03/2017",3687,2715,"A","B","G","AW",2,2,4,"A",2
"202","09/03/2017",2954,1822,"A","A","F","AW",2,0,1,"A",1
"203","14/03/2017",7434,7308,"A","B","G","FF",3,1,0,"A",1
"204","09/03/2017",14991,257,"A","B","E","CK",10,0,5,"A",4
"205","09/03/2017",2415,1159,"A","A","E","FR",1,3,11,"A",5
"206","09/03/2017",7461,7343,"A","B","D","CK",3,0,1,"A",1
"207","09/03/2017",8220,8206,"A","B","E","FF",4,0,1,"A",1
"208","09/03/2017",1711,269,"A","B","G","FF",3,0,4,"A",1
"209","09/03/2017",3504,2493,"A","A","E","FF",4,0,5,"A",2
"210","09/03/2017",11690,11890,"A","B","F","CK",4,0,1,"A",1
"211","09/03/2017",14266,14617,"A","B","F","WD",4,1,2,"A",1
"212","09/03/2017",1337,8530,"A","A","E","FZ",2,0,2,"A",4
"213","06/03/2017",14902,112,"A","B","F","DW",3,0,0,"A",1
"214","09/03/2017",14137,14484,"A","B","E","CK",4,0,1,"A",1
"215","09/03/2017",12716,12965,"A","B","G","TD",2,0,1,"A",1
"216","09/03/2017",4253,3419,"A","B","F","AW",2,1,6,"A",1
"217","09/03/2017",11008,11187,"A","B","F","OV",2,2,5,"A",4
"218","09/03/2017",14192,14542,"A","B","D","OV",2,0,1,"A",1
"219","09/03/2017",14197,14548,"A","B","E","DW",2,1,1,"A",1
"220","09/03/2017",4702,3967,"A","C","F","CK",3,6,14,"A",4
"221","09/03/2017",3607,2616,"A","B","F","FF",4,3,13,"A",4
"222","09/03/2017",2191,877,"A","B","E","FF",2,1,6,"A",5
"223","09/03/2017",4449,3663,"A","B","F","FZ",3,0,1,"A",1
"224","14/03/2017",7312,7168,"A","B","E","TD",2,1,6,"A",2
"225","14/03/2017",13852,14182,"A","B","F","DW",3,2,1,"A",1
"226","09/03/2017",7322,7180,"A","B","F","AW",3,0,2,"A",1
"227","09/03/2017",3524,2515,"A","A","F","DW",2,3,10,"A",6
"228","09/03/2017",659,3296,"A","C","F","AW",2,0,1,"A",2
"229","09/03/2017",5832,5390,"A","B","F","AW",2,2,11,"A",3
"230","09/03/2017",13087,13354,"A","B","F","FF",5,0,2,"A",2
"231","09/03/2017",4806,4099,"A","B","E","AW",2,0,1,"A",2
"232","09/03/2017",1747,316,"A","B","F","AW",2,0,1,"A",1
"233","09/03/2017",5205,4584,"A","B","E","FZ",3,2,8,"A",2
"234","09/03/2017",10803,10973,"A","B","E","OV",2,0,2,"A",2
"235","09/03/2017",5424,4871,"A","B","F","AW",2,0,2,"A",2
"236","09/03/2017",11413,11605,"A","B","G","FF",2,0,1,"A",1
"237","09/03/2017",11409,11601,"A","B","F","CK",3,0,1,"A",1
"238","09/03/2017",8045,8012,"A","B","E","HB",2,0,7,"A",4
"239","09/03/2017",6022,5616,"A","B","F","FF",3,0,2,"A",2
"240","09/03/2017",6371,6053,"A","C","E","AW",3,3,8,"A",5
"241","09/03/2017",4218,3373,"A","B","G","CK",2,0,2,"A",1
"242","14/03/2017",8477,8491,"A","B","D","AW",5,2,6,"A",3
"243","09/03/2017",13709,14031,"A","B","D","AW",3,0,1,"A",1
"244","09/03/2017",1879,493,"A","B","E","OV",4,0,4,"A",5
"245","09/03/2017",5786,5334,"A","B","F","CK",3,0,1,"A",1
"246","09/03/2017",2828,1671,"A","B","F","FF",2,0,1,"A",1
"247","09/03/2017",6001,5591,"A","A","E","AW",3,0,2,"A",4
"248","06/03/2017",1759,332,"A","B","E","CK",2,55,286,"A",84
"249","09/03/2017",6493,6201,"A","B","F","AW",2,0,1,"A",1
"250","14/03/2017",14062,14406,"A","B","E","DW",2,1,0,"A",1
"251","09/03/2017",12129,12351,"A","B","F","CK",3,0,1,"A",1
"252","09/03/2017",13923,14259,"A","B","E","FF",3,0,1,"A",1
"253","09/03/2017",6648,6391,"A","B","F","AW",3,0,2,"A",1
"254","09/03/2017",8900,8962,"A","A","E","AW",2,0,2,"A",2
"255","09/03/2017",6858,6641,"A","A","D","FF",2,0,5,"A",5
"256","09/03/2017",1437,14960,"A","B","F","FZ",4,0,7,"A",6
"257","09/03/2017",3382,2343,"A","B","F","AW",2,0,2,"A",2
"258","09/03/2017",7075,6896,"A","B","F","WD",4,1,10,"A",4
"259","09/03/2017",5175,4548,"A","A","F","AW",3,0,7,"A",1
"260","09/03/2017",13951,14291,"A","B","F","HB",3,0,2,"A",1
"261","09/03/2017",7517,7409,"A","B","F","DW",3,0,1,"A",1
"262","09/03/2017",4368,3562,"A","B","F","AW",2,0,1,"A",1
"263","09/03/2017",3813,2873,"A","B","E","FZ",3,1,5,"A",1
"264","09/03/2017",12373,12609,"A","B","E","FR",2,2,2,"A",2
"265","09/03/2017",11514,11710,"A","B","E","FF",6,0,1,"A",1
"266","09/03/2017",2184,866,"A","B","F","FR",2,2,15,"A",3
"267","09/03/2017",885,4792,"A","B","F","FF",3,0,1,"A",1
"268","09/03/2017",12043,12262,"A","B","E","FF",3,0,2,"A",3
"269","06/03/2017",9276,9368,"A","B","F","DW",2,0,2,"A",2
"270","09/03/2017",2235,931,"A","A","F","FF",3,2,4,"A",4
"271","09/03/2017",847,4594,"A","A","E","DW",2,1,16,"A",6
"272","09/03/2017",1438,14961,"A","B","E","AW",2,3,10,"A",7
"273","09/03/2017",5279,4682,"A","A","E","WD",4,0,14,"A",3
"274","09/03/2017",2230,925,"A","A","E","TD",2,2,10,"A",7
"275","09/03/2017",4094,3222,"A","A","E","FF",5,1,11,"A",2
"276","14/03/2017",2562,1334,"A","A","D","FF",5,0,1,"A",1
"277","09/03/2017",3499,2488,"A","B","F","FF",3,1,11,"A",4
"278","09/03/2017",2404,1146,"A","B","F","FF",4,1,2,"A",2
"279","09/03/2017",6726,6484,"A","B","E","CK",3,1,14,"A",5
"280","09/03/2017",12198,12421,"A","B","E","AW",2,0,1,"A",1
"281","09/03/2017",386,1451,"A","A","F","FR",2,0,2,"A",1
"282","09/03/2017",7575,7471,"A","B","G","TD",2,0,3,"A",2
"283","09/03/2017",13336,13624,"A","B","G","CK",3,1,1,"A",1
"284","09/03/2017",5172,4538,"A","A","F","AW",3,1,12,"A",3
"285","09/03/2017",672,3402,"A","B","F","CK",2,2,10,"A",2
"286","09/03/2017",1827,420,"A","A","F","FF",3,0,1,"A",1
"287","09/03/2017",4425,3633,"A","A","F","DW",2,1,3,"A",4
"288","09/03/2017",2036,686,"A","C","F","FR",2,3,9,"A",8
"289","09/03/2017",1749,318,"A","B","F","AW",3,1,6,"A",1
"290","09/03/2017",2980,1853,"A","B","E","FR",2,1,34,"A",8
"291","09/03/2017",3055,1944,"A","B","E","WD",4,1,2,"A",3
"292","09/03/2017",1741,309,"A","A","E","FZ",2,5,34,"A",6
"293","09/03/2017",14449,14821,"A","B","A","FF",2,0,0,"A",1
"294","09/03/2017",4490,3710,"A","B","D","AW",2,0,2,"A",3
"295","09/03/2017",14821,15450,"A","B","F","DW",2,0,0,"A",2
"296","09/03/2017",11312,11497,"A","B","F","FF",3,0,1,"A",1
"297","09/03/2017",1319,8330,"A","B","F","FF",3,0,6,"A",3
"298","09/03/2017",1566,15318,"A","A","E","CK",3,0,1,"A",1
"299","09/03/2017",706,3637,"A","B","E","FR",2,3,6,"A",2
"300","14/03/2017",13862,14192,"A","B","F","AW",2,1,1,"A",1
"301","09/03/2017",11249,11433,"A","B","E","FF",3,1,1,"A",1
"302","09/03/2017",1267,7661,"A","B","F","AW",3,1,2,"A",1
"303","09/03/2017",6971,6772,"A","C","G","TD",2,0,3,"A",3
"304","09/03/2017",6491,6199,"A","B","F","AW",2,2,13,"A",5
"305","09/03/2017",5189,4565,"A","C","F","FF",4,0,1,"A",1
"306","14/03/2017",14553,15070,"A","B","F","FF",3,1,1,"A",1
"307","09/03/2017",2339,1067,"A","B","E","WD",3,0,1,"A",1
"308","09/03/2017",12609,12855,"A","B","F","WD",3,0,1,"A",1
"309","09/03/2017",936,5060,"A","B","F","AW",3,0,1,"A",1
"310","09/03/2017",5537,5010,"A","B","F","AW",4,1,1,"A",1
"311","09/03/2017",1855,459,"A","B","E","FF",3,1,6,"A",3
"312","09/03/2017",2574,1347,"A","B","D","CK",3,1,8,"A",3
"313","09/03/2017",12912,13168,"A","B","F","FF",3,0,1,"A",1
"314","09/03/2017",11658,11857,"A","B","F","CK",15,0,2,"A",2
"315","09/03/2017",3660,2683,"A","A","F","FZ",3,5,13,"A",15
"316","09/03/2017",7001,6811,"A","B","F","AW",2,0,4,"A",2
"317","14/03/2017",1128,6313,"A","B","E","HB",2,1,4,"A",5
"318","09/03/2017",4869,4167,"A","B","F","AW",3,1,9,"A",3
"319","09/03/2017",14285,14638,"A","B","E","TD",2,1,1,"A",1
"320","09/03/2017",9569,9679,"A","A","F","DW",2,0,1,"A",2
"321","09/03/2017",11150,11331,"A","B","E","FF",3,0,1,"A",2
"322","09/03/2017",4288,3465,"A","B","F","FZ",1,0,1,"A",2
"323","09/03/2017",5611,5110,"A","B","F","FZ",2,0,7,"A",5
"324","09/03/2017",14609,15135,"A","B","E","DW",2,1,1,"A",2
"325","09/03/2017",13051,13316,"A","B","D","FF",3,0,1,"A",1
"326","09/03/2017",14123,14470,"A","B","F","DW",2,0,3,"A",3
"327","09/03/2017",12593,12837,"A","B","F","AW",3,0,1,"A",1
"328","09/03/2017",12287,12515,"A","B","F","AW",2,0,1,"A",1
"329","09/03/2017",3668,2692,"A","A","F","FR",1,0,3,"A",2
"330","09/03/2017",12094,12316,"A","B","D","AW",2,0,2,"A",4
"331","09/03/2017",14475,14884,"A","B","D","AW",3,0,0,"A",1
"332","09/03/2017",4017,3129,"A","B","F","AW",3,0,13,"A",1
"333","09/03/2017",5519,4982,"A","B","F","AW",2,0,4,"A",4
"334","09/03/2017",12590,12834,"A","B","F","CK",3,0,1,"A",1
"335","09/03/2017",1047,5818,"A","B","E","FZ",2,1,8,"A",4
"336","09/03/2017",5019,4357,"A","B","E","AW",3,0,1,"A",1
"337","09/03/2017",6174,5801,"A","B","E","FF",3,0,1,"A",1
"338","09/03/2017",2061,714,"A","A","F","TD",2,1,1,"A",2
"339","09/03/2017",8480,8495,"A","B","F","FF",5,0,5,"A",2
"340","09/03/2017",14278,14631,"A","B","G","OV",3,0,2,"A",2
"341","09/03/2017",14505,14920,"A","B","F","DW",3,0,1,"A",2
"342","09/03/2017",2329,1057,"A","B","E","FF",3,0,3,"A",4
"343","09/03/2017",7786,7713,"A","B","F","AW",3,1,10,"A",4
"344","09/03/2017",5301,4710,"A","B","F","FF",3,1,4,"A",2
"345","09/03/2017",11252,11436,"A","B","D","FF",8,2,2,"A",2
"346","09/03/2017",3679,2703,"A","B","E","FF",2,0,3,"A",4
"347","09/03/2017",6585,6314,"A","B","E","FF",3,0,1,"A",2
"348","09/03/2017",2257,962,"A","A","E","FR",3,0,12,"A",4
"349","09/03/2017",5097,4443,"A","B","D","FF",4,0,1,"A",1
"350","09/03/2017",11704,11904,"A","B","F","AW",4,2,2,"A",2
"351","09/03/2017",6826,6601,"A","B","E","AW",2,1,1,"A",1
"352","09/03/2017",868,4698,"A","B","F","CK",3,0,1,"A",1
"353","09/03/2017",12300,12528,"A","A","D","AW",2,0,4,"A",5
"354","09/03/2017",5793,5343,"A","B","E","FF",2,1,4,"A",3
"355","14/03/2017",14399,14755,"A","B","E","AW",3,0,1,"A",2
"356","09/03/2017",3856,2930,"A","A","F","CK",4,0,1,"A",3
"357","09/03/2017",12951,13212,"A","B","E","TD",2,1,1,"A",1
"358","09/03/2017",1114,6223,"A","C","E","CK",4,3,17,"A",3
"359","09/03/2017",13365,13654,"A","B","D","FF",3,0,1,"A",1
"360","09/03/2017",6620,6356,"A","B","F","TD",2,6,10,"A",5
"361","09/03/2017",1429,14950,"A","B","F","CK",4,3,6,"A",3
"362","09/03/2017",4569,3803,"A","B","F","TD",2,0,1,"A",1
"363","09/03/2017",12846,13100,"A","B","F","AW",3,0,1,"A",1
"364","09/03/2017",3781,2831,"A","B","E","FF",3,0,1,"A",1
"365","09/03/2017",8553,8579,"A","A","E","AW",2,0,1,"A",1
"366","09/03/2017",12837,13090,"A","B","F","FF",3,0,2,"A",2
"367","09/03/2017",967,5232,"A","B","G","FZ",1,0,1,"A",1
"368","09/03/2017",11478,11672,"A","B","D","AW",2,0,2,"A",2
"369","09/03/2017",11453,11646,"A","A","F","AW",6,0,2,"A",3
"370","09/03/2017",6503,6213,"A","B","F","AW",3,1,2,"A",2
"371","09/03/2017",6072,5683,"A","B","F","OV",2,0,2,"A",1
"372","09/03/2017",8089,8059,"A","B","D","WD",4,0,4,"A",2
"373","14/03/2017",13813,14142,"A","B","D","CK",5,1,1,"A",1
"374","09/03/2017",3097,1997,"A","B","G","DW",3,0,3,"A",3
"375","09/03/2017",2966,1835,"A","B","D","OV",2,0,4,"A",1
